reaction_id	pathway_ids (KEGG and Metacyc
rxn21318	
rxn21319	
rxn21320	PWY-5136	PWY-561	PWY-7007	PWY-7288	PWY66-391
rxn21321	PWY-6383	PWY-6404
rxn21322	PWY-6385
rxn21323	PWY-6385
rxn21324	PWY-1121	PWY-2181	PWY-7186
rxn21325	PWY-1121	PWY-2181	PWY-7186
rxn21326	PWY-6385
rxn21327	PWY-6385
rxn21328	PWY-6392	PWY-6396	rn00650
rxn21329	PWY-6391	PWY-6396	rn00650
rxn21330	PWY-6873
rxn21338	
rxn21339	
rxn21340	
rxn21341	
rxn21342	
rxn21343	PWY-5839	PWY-5840
rxn21344	PWY-5850	PWY-5853	PWY-5860
rxn21345	PWY-5845	PWY-5851	PWY-5862
rxn21346	PWY-5890	PWY-5896
rxn21347	PWY-5891	PWY-5897
rxn21348	PWY-5892	PWY-5898
rxn21349	PWY-5895	PWY-5899
rxn21350	
rxn21351	
rxn21352	
rxn21353	
rxn21354	PWY-1361
rxn21355	PWY-1361
rxn21356	
rxn21357	PWY-6398	PWY-6402
rxn21358	PWY-6398	PWY-6402
rxn21359	PWY-6398	PWY-6402
rxn21360	PWY-6398	PWY-6402
rxn21361	PWY-6398	PWY-6402
rxn21362	PWY-6395	PWY-6933
rxn21363	PWY-6395	PWY-6933
rxn21364	PWY-6395	PWY-6931
rxn21365	PWY-5265
rxn21366	PWY-5265
rxn21367	PWY-6399	PWY-6402
rxn21368	PWY-6399	PWY-6402
rxn21369	PWY-6399	PWY-6402
rxn21370	PWY-6399	PWY-6402
rxn21371	PWY-6397	PWY-6404
rxn21372	PWY-6400	PWY-6402
rxn21373	PWY-6397	PWY-6404
rxn21374	PWY-6400	PWY-6402
rxn21375	PWY-6397	PWY-6404
rxn21376	PWY-6397	PWY-6404
rxn21378	PWY-6397	PWY-6404
rxn21379	PWY-6397	PWY-6404
rxn21380	PWY-6397	PWY-6404
rxn21381	PWY-6397	PWY-6404
rxn21384	PWY-6397	PWY-6404
rxn21387	PWY-6397	PWY-6404
rxn21388	PWY-6401
rxn21389	PWY-6401
rxn21390	PWY-6401
rxn21391	PWY-6401
rxn21392	
rxn21393	PWY-6397	PWY-6404
rxn21394	PWY-6397	PWY-6404
rxn21395	PWY-6397	PWY-6404
rxn21396	PWY-6397	PWY-6404
rxn21397	PWY-6397	PWY-6404
rxn21398	PWY-6403
rxn21399	PWY-6403
rxn21400	PWY-2582	PWY-6544	rn00905	rn01110
rxn21401	PWY-6405
rxn21402	
rxn21403	PWY-6407
rxn21404	
rxn21405	
rxn21406	PWY-6407	PWY-6408	PWY-6640	PWY-7983
rxn21407	
rxn21408	PWY-6408	PWY-7986
rxn21409	
rxn21410	PWY-6408
rxn21411	PWY-6408
rxn21412	PWY-6408
rxn21413	PWY-6408
rxn21414	PWY-6408
rxn21415	PWY-6408
rxn21416	PWY-6408
rxn21417	PWY-6409
rxn21418	PWY-6409
rxn21419	PWY-6409	PWY-7571
rxn21420	PWY-6409
rxn21421	PWY-7577
rxn21422	
rxn21423	PWY-6411	PWY-6412
rxn21424	PWY-6411
rxn21425	
rxn21426	
rxn21427	
rxn21428	
rxn21429	PWY-6412
rxn21430	
rxn21431	PWY-6413
rxn21432	
rxn21433	
rxn21434	
rxn21435	
rxn21436	PWY-6415
rxn21437	
rxn21438	PWY-6415
rxn21440	PWY-6415
rxn21441	
rxn21442	
rxn21443	
rxn21444	PWY-7993
rxn21445	
rxn21446	
rxn21447	
rxn21448	
rxn21449	
rxn21450	
rxn21451	
rxn21452	
rxn21453	
rxn21454	
rxn21455	
rxn21456	
rxn21457	PWY-6418
rxn21458	
rxn21459	
rxn21460	P303-PWY
rxn21461	PWY-6420
rxn21462	PWY-6420
rxn21463	PWY-6420
rxn21464	PWY-6420
rxn21465	PWY-6420
rxn21466	PWY-6420
rxn21467	
rxn21468	
rxn21469	
rxn21470	
rxn21471	PWY-6421
rxn21472	PWY-6421
rxn21473	PWY-6421
rxn21474	
rxn21475	
rxn21476	PWY-6422
rxn21477	
rxn21478	
rxn21486	PWY-6423
rxn21487	PWY-6423
rxn21488	PWY-6423
rxn21489	PWY-6423
rxn21490	
rxn21491	
rxn21492	
rxn21493	
rxn21494	PWY-6425
rxn21495	PWY-6425
rxn21496	PWY-6425
rxn21497	PWY-2181	rn00940	rn01110
rxn21498	
rxn21499	
rxn21500	PWY-5182	PWY-5183	TOLUENE-DEG-3-OH-PWY
rxn21501	PWY66-421	(homocarnosine	rn00330
rxn21502	
rxn21503	
rxn21504	
rxn21505	
rxn21506	
rxn21507	
rxn21508	
rxn21509	DENITRIFICATION-PWY	PWY-6748
rxn21537	
rxn21566	PWY-6432
rxn21567	
rxn21568	
rxn21569	
rxn21570	PWY-6432
rxn21571	PWY-6435	PWY-7046	PWY-8002
rxn21572	PWY-6435
rxn21573	PWY-6080	PWY-6435
rxn21574	PWY-6438
rxn21575	PWY-6438
rxn21576	
rxn21577	
rxn21578	PWY-6438
rxn21579	PWY-6438
rxn21580	PWY-6438
rxn21581	PWY-6438
rxn21582	PWY-6438
rxn21583	PWY-6442
rxn21584	PWY-6442
rxn21585	PWY-6442
rxn21586	PWY-6442
rxn21587	PWY-6442
rxn21588	PWY-6442
rxn21589	PWY-5867	PWY-5882	rn00940
rxn21590	
rxn21591	PWY-6730
rxn21592	PWY-6730
rxn21593	PWY-6444
rxn21594	PWY-6444
rxn21595	PWY-6443	PWY-6763
rxn21596	PWY-6437	PWY-6449
rxn21597	PWY-6437
rxn21598	PWY-6437	PWY-6449
rxn21599	PWY-6437
rxn21600	PWY-7039
rxn21601	PWY-7039
rxn21602	PWY-7039
rxn21603	PWY-6446
rxn21604	PWY-6447
rxn21605	PWY-6447
rxn21606	
rxn21608	PWY-6447
rxn21609	PWY-6447
rxn21610	PWY-6447
rxn21611	
rxn21612	PWY-5265
rxn21613	PWY-6448
rxn21614	PWY-5265	PWY-6459
rxn21615	PWY-5265	PWY-6459
rxn21616	PWY-5265	PWY-6459
rxn21617	PWY-6385
rxn21618	
rxn21619	
rxn21620	
rxn21621	PWY-6456
rxn21622	PWY-6456
rxn21623	PWY-6462
rxn21624	
rxn21625	PWY-6462
rxn21626	PWY-6463
rxn21627	
rxn21628	PWY-6464
rxn21629	PWY-6464
rxn21630	PWY-6464
rxn21631	PWY-6892	THISYN-PWY
rxn21632	
rxn21633	
rxn21634	
rxn21635	PWY-6466
rxn21636	
rxn21637	
rxn21638	PWY-6467
rxn21639	PWY-7675	rn00540
rxn21640	
rxn21641	
rxn21642	
rxn21643	
rxn21644	
rxn21645	
rxn21646	
rxn21647	
rxn21648	
rxn21649	PWY-6461	PWY-6471
rxn21650	PWY-5265	PWY-6471
rxn21651	
rxn21652	PWY-5129
rxn21653	PWY-6461	PWY-6471
rxn21654	PWY-6470
rxn21655	PWY-6470
rxn21656	PWY-6470
rxn21657	PWY-6470
rxn21658	PWY-6470
rxn21659	PWY-6470
rxn21660	PWY-6470
rxn21661	PWY-6470
rxn21662	PWY-6471
rxn21663	PWY-6471
rxn21664	PWY-5033	PWY-5062
rxn21665	CAROTENOID-PWY	PWY-6475	rn00906	rn01110
rxn21666	
rxn21668	CAROTENOID-PWY	PWY-6475
rxn21697	CAROTENOID-PWY	PWY-6475
rxn21726	PWY-6477
rxn21727	PWY-6477
rxn21728	PWY-6477
rxn21729	PWY-6823
rxn21730	PWY-7059
rxn21731	PWY-7059
rxn21732	
rxn21733	PWY-5855	PWY-5873
rxn21734	PWY-5857	PWY-5872
rxn21735	
rxn21736	PWY-6482	PWY-7546
rxn21737	
rxn21738	
rxn21739	
rxn21740	PWY-6483
rxn21741	PWY-6483
rxn21742	PWY-6483
rxn21743	PWY-6483
rxn21744	PWY-6483	PWY-7119
rxn21745	PWY-6483
rxn21746	PWY-6483
rxn21747	PWY-5987
rxn21749	PWY-6491	PWY-6516	rn00040
rxn21750	PWY-6491	PWY-6516	rn00040
rxn21751	rn00040
rxn21752	PWY-6477
rxn21753	PWY-6494
rxn21756	PWY-6494
rxn21759	PWY-6493	PWY-6503
rxn21760	PWY-6494
rxn21763	PWY-6494
rxn21766	PWY-6494
rxn21769	PWY-6494
rxn21772	PWY-6493	PWY-6503
rxn21773	PWY-6495	PWY-6503
rxn21774	PWY-6494
rxn21775	PWY-6494
rxn21776	PWY-6494
rxn21777	PWY-6495	PWY-6503
rxn21778	PWY-6495	PWY-6503
rxn21779	PWY-6502
rxn21780	PWY-6502
rxn21781	PWY-6495	PWY-6503
rxn21782	PWY-102
rxn21783	
rxn21784	
rxn21785	
rxn21786	PWY-6498
rxn21787	PWY-6498
rxn21788	PWY-6501	PWY-6516
rxn21789	PWY-6498
rxn21790	PWY-6502
rxn21791	PWY-6502
rxn21792	PWY-6495	PWY-6503
rxn21793	PWY-2821
rxn21794	PWY-2821
rxn21795	PWY-601
rxn21796	PWY-1187
rxn21797	PWY-1187
rxn21798	PWYQT-4471
rxn21799	PWYQT-4471
rxn21800	PWYQT-4472
rxn21801	PWYQT-4472
rxn21802	PWYQT-4473
rxn21803	PWYQT-4473
rxn21804	PWYQT-4474
rxn21805	PWYQT-4474
rxn21806	PWYQT-4475
rxn21807	PWYQT-4475
rxn21808	PWY-361	PWY-5168	rn00940	rn01110
rxn21809	PWY-2821
rxn21810	PWY-601
rxn21811	PWY-1187
rxn21812	PWYQT-4471
rxn21813	PWYQT-4472
rxn21814	PWYQT-4473
rxn21815	PWYQT-4474
rxn21816	PWYQT-4475
rxn21817	PWY-2821
rxn21818	PWY-601
rxn21819	PWY-1187
rxn21820	PWYQT-4471
rxn21821	PWYQT-4472
rxn21822	PWYQT-4473
rxn21823	PWYQT-4474
rxn21824	PWYQT-4475
rxn21825	PWY-2821
rxn21826	PWY-601
rxn21827	PWY-1187
rxn21828	PWYQT-4471
rxn21829	rn00940	rn01110
rxn21830	PWYQT-4472
rxn21831	PWYQT-4473
rxn21832	PWYQT-4474
rxn21833	PWYQT-4475
rxn21834	PWY-6498
rxn21835	PWY-1187
rxn21836	
rxn21837	PWYQT-4471
rxn21838	PWYQT-4471
rxn21839	PWYQT-4471
rxn21840	PWYQT-4471
rxn21841	PWY-6511
rxn21842	
rxn21843	PWY-7246
rxn21844	
rxn21845	
rxn21846	PWY-6526
rxn21847	
rxn21848	PWY-6515
rxn21850	PWY-6515	PWY-7897
rxn21851	PWY-6515	PWY-7897
rxn21852	PWY-5272	rn00906
rxn21853	PWY-6518
rxn21854	PWY-6518
rxn21855	PWY-6518
rxn21856	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21857	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21858	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21859	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21860	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21861	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21862	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21863	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519
rxn21864	BIOTIN-BIOSYNTHESIS-PWY	PWY-6519	PWY-7147	rn00780
rxn21865	PWY-6520	rn00900	rn01110
rxn21866	PWY-6520	rn00900	rn01110
rxn21867	
rxn21868	
rxn21869	PWY-6524	PWY-6525
rxn21870	PWY-6525
rxn21871	PWY-6525
rxn21872	PWY-6526
rxn21874	PWY-7544	PWY-7545
rxn21881	PWY-7544	PWY-7545
rxn21889	PWY-6530
rxn21890	PWY-102
rxn21891	
rxn21892	
rxn21893	PWY-6532
rxn21894	
rxn21895	
rxn21897	
rxn21898	PWY-6534
rxn21899	PWY-6534
rxn21900	PWY-6550
rxn21901	PWY-6538	PWY-6632
rxn21902	PWY-6633
rxn21903	PWY-6633
rxn21911	PWY-6539
rxn21912	PWY-6539
rxn21913	PWY-6539
rxn21914	PWY-2582	PWY-6544	rn00905
rxn21915	PWY-2582	PWY-6544	rn00905
rxn21916	PWY-2582	PWY-6544	rn00905
rxn21917	PWY-6544	PWY-699
rxn21918	PWY-6544	PWY-699
rxn21919	PWY-6544
rxn21920	PWY-6544
rxn21921	PWY-6546
rxn21922	PWY-6546
rxn21923	PWY-6552
rxn21925	PWY-6552
rxn21927	PWY-6552
rxn21929	
rxn21930	PWY-6553
rxn21931	PWY-6553
rxn21933	PWY-6553
rxn21934	PWY-6553
rxn21936	
rxn21937	
rxn21938	
rxn21939	PWY-6568	PWY-6571
rxn21940	
rxn21941	PWY-6558	PWY-6564
rxn21942	PWY-6558	PWY-6564
rxn21943	PWY-6558	PWY-6564
rxn21944	PWY-6558	PWY-6564
rxn21945	
rxn21946	
rxn21947	PWY-6567	PWY-6569
rxn21948	PWY-6568	PWY-6571
rxn21949	PWY-6558	PWY-6564
rxn21950	PWY-6558	PWY-6564
rxn21951	PWY-6558	PWY-6564
rxn21952	PWY-6558	PWY-6564
rxn21953	
rxn21954	
rxn21955	
rxn21956	
rxn21957	
rxn21958	
rxn21959	
rxn21960	
rxn21961	
rxn21962	PWY-6572
rxn21963	
rxn21964	
rxn21965	
rxn21966	
rxn21967	
rxn21968	
rxn21969	
rxn21970	PWY-6575
rxn21971	
rxn21972	
rxn21973	
rxn21974	
rxn21975	
rxn21976	
rxn21977	
rxn21978	
rxn21979	
rxn21980	
rxn21981	
rxn21982	
rxn21983	
rxn21984	
rxn21985	PWY-6574
rxn21986	PWY-6574
rxn21987	PWY-6574
rxn21988	PWY-6574
rxn21989	PWY-6574
rxn21990	PWY-6574
rxn21991	PWY-6574
rxn21992	PWY-6574
rxn21993	PWY-6572
rxn21994	
rxn21995	
rxn21996	
rxn21997	
rxn21998	
rxn21999	
rxn22000	PWY-6577	All-Trans-Farnesyl-PP-Biosynthesis	(farnesylcysteine	rn00900
rxn22001	PWY-5954	PWY-5961	rn00254
rxn22002	
rxn22003	
rxn22004	
rxn22005	
rxn22006	
rxn22007	
rxn22008	
rxn22009	
rxn22010	
rxn22011	PWY-6580
rxn22012	PWY-6580
rxn22013	PWY-6332	PWY-6996
rxn22014	PWY-6332
rxn22015	PWY-6332
rxn22016	PWY-6591	PWY-6592
rxn22017	PWY-6592
rxn22018	PWY-6581	PWY-7947
rxn22019	PWY-6581
rxn22020	PWY-6581
rxn22021	PWY-6581
rxn22022	
rxn22024	
rxn22025	PWY-5787
rxn22026	PWY-6621	PWY-6762
rxn22028	PWY-6624
rxn22030	PWY-7468
rxn22032	PWY-5787
rxn22033	
rxn22034	
rxn22035	
rxn22036	
rxn22037	
rxn22038	
rxn22039	PWY-6585
rxn22040	
rxn22041	PWY-7634
rxn22042	PWY-6593
rxn22043	
rxn22044	
rxn22045	PWY-6598
rxn22046	PWY-7619
rxn22047	PWY-5353	PWY-6603
rxn22048	PWY-6603
rxn22049	PWY-6603
rxn22050	PWY-6602	PWY-7897
rxn22051	PWY-6602	PWY-7897
rxn22052	PWY-6602	PWY-7897
rxn22053	
rxn22054	
rxn22055	
rxn22056	
rxn22057	
rxn22058	
rxn22059	
rxn22060	
rxn22061	PWY-6621
rxn22062	PWY-6623
rxn22064	PWY-7032
rxn22065	PWY-6622
rxn22066	PWY-6626
rxn22067	PWY-6626
rxn22068	PWY-6626
rxn22069	PWY-6626
rxn22070	PWY-6627
rxn22071	PWY-6627
rxn22072	PWY-6627
rxn22073	PWY-6627
rxn22074	PWY-6627
rxn22075	PWY-6627
rxn22076	PWY-6627
rxn22077	PWY-6627
rxn22078	PWY-6627
rxn22079	PWY-6627
rxn22080	PWY-6627
rxn22081	PWY-6627
rxn22082	PWY-6627
rxn22083	PWY-6634
rxn22084	PWY-6634
rxn22085	
rxn22086	
rxn22087	PWY-6002	PWY-7092	rn00460	rn01110
rxn22088	
rxn22089	PWY-6637	PWY-6638	PWY-6641
rxn22090	PWY-6640
rxn22091	PWY-6640
rxn22092	PWY-6640
rxn22093	PWY-6644
rxn22094	PWY-6644
rxn22095	PWY-6644
rxn22096	
rxn22097	PWY-5080
rxn22098	PWY-5080	PWY-5138	PWY-6657	PWY-7036	PWY-7288	PWY66-391
rxn22099	PWY-5080	PWY-5138	PWY-6657	PWY-7036	PWY-7288	PWY66-391
rxn22100	PWY-5080	PWY-5138	PWY-6657	PWY-7036	PWY-7288	PWY66-391
rxn22101	PWY-5080
rxn22102	PWY-5080	PWY-5138	PWY-6657	PWY-7036	PWY-7288	PWY66-391
rxn22103	PWY-5080	PWY-5138	PWY-6657	PWY-7036	PWY-7288	PWY66-391
rxn22104	PWY-5080	PWY-5138	PWY-6657	PWY-7036	PWY-7288	PWY66-391
rxn22105	
rxn22106	
rxn22107	
rxn22108	PWY-7230	PWY-7233	PWY-7235	PWY3O-19
rxn22109	PWY-5855	PWY-5873
rxn22110	PWY-5857	PWY-5872
rxn22111	PWY-5856	PWY-5871
rxn22112	
rxn22113	
rxn22114	PWY-5870
rxn22115	PWY-5872
rxn22116	PWY-5871
rxn22117	PWY-5873
rxn22118	
rxn22119	PWY-5855	PWY-5873
rxn22120	PWY-5857	PWY-5872
rxn22121	PWY-7212	PWY-7214
rxn22122	PWY-6648
rxn22123	PWY-6648
rxn22124	PWY-6648
rxn22125	PWY-6650
rxn22126	PWY-6645	rn00904	rn01110
rxn22127	PWY-6645
rxn22128	PWY-6645
rxn22129	PWY-6645
rxn22130	PWY-6575
rxn22131	PWY-6575
rxn22132	PWY-6653
rxn22133	PWY-6653
rxn22134	
rxn22135	PWY-6655	PWY-6658
rxn22136	PWY-6655
rxn22137	PWY-6655	PWY-6658
rxn22138	PWY-6655	PWY-6658
rxn22140	PWY-6655	PWY-6658
rxn22142	PWY-6831
rxn22143	PWY-6831
rxn22144	PWY-6831
rxn22145	PWY-6657
rxn22146	PWY-6657
rxn22147	
rxn22148	PWY-6655
rxn22149	PWY-102
rxn22150	PWY-6655
rxn22151	PWY-6655
rxn22152	PWY-6655
rxn22153	PWY-6655
rxn22154	PWY-6658
rxn22156	PWY-6658
rxn22158	PWY-6658
rxn22159	PWY-6658
rxn22160	PWY-6658
rxn22161	
rxn22162	PWY-6658
rxn22163	
rxn22164	
rxn22165	
rxn22166	
rxn22167	
rxn22168	
rxn22169	
rxn22170	
rxn22171	
rxn22172	
rxn22173	
rxn22174	
rxn22175	
rxn22176	
rxn22177	
rxn22178	
rxn22179	
rxn22180	
rxn22181	
rxn22182	
rxn22183	
rxn22184	PWY-6659
rxn22185	
rxn22186	
rxn22187	PWY-5839	PWY-5840
rxn22188	
rxn22189	PWY-6660	PWY-6662
rxn22190	
rxn22191	PWY-5660
rxn22192	PWY-7475	PWY-7476
rxn22194	PWY-6829
rxn22195	
rxn22196	PWY-6829
rxn22197	PWY-6829
rxn22198	PWY-6829
rxn22199	
rxn22200	
rxn22201	
rxn22202	
rxn22203	PWY-6829
rxn22204	
rxn22205	
rxn22207	
rxn22208	
rxn22209	PWY-6664
rxn22210	
rxn22211	
rxn22212	
rxn22214	PWY66-4	PWY66-5
rxn22215	
rxn22216	
rxn22217	
rxn22218	
rxn22219	PWY-6666
rxn22220	PWY-6666
rxn22221	PWY-6667
rxn22222	
rxn22223	
rxn22224	PWY-6669
rxn22225	PWY-5434
rxn22226	PWY-6670
rxn22227	PWY-6670
rxn22228	PWY-6670
rxn22229	PWY-6670
rxn22230	
rxn22231	PWY-6672
rxn22232	PWY-6672
rxn22233	
rxn22234	
rxn22235	PWY-6675	PWY-6676
rxn22236	PWY-2541
rxn22237	PWY-2541
rxn22238	PWY-2541
rxn22239	PWY-2541
rxn22240	PWY-2541
rxn22241	PWY-2541
rxn22242	PWY-2541
rxn22243	PWY-2541
rxn22244	PWY-2541
rxn22245	PWY-2541
rxn22246	PWY-2541
rxn22247	PWY-2541
rxn22248	PWY-2541
rxn22249	PWY-2541
rxn22250	PWY-2541
rxn22251	PWY-6675	PWY-6676
rxn22252	PWY-6675	PWY-6676
rxn22253	PWY-6675	PWY-6676
rxn22254	
rxn22255	
rxn22256	
rxn22257	
rxn22258	
rxn22259	
rxn22260	PWY-5296	PWY-6677
rxn22261	PWY-5296	PWY-6677
rxn22262	PWY-5296	PWY-6677
rxn22263	PWY-5296	PWY-6677
rxn22264	
rxn22265	
rxn22266	
rxn22267	
rxn22268	PWY-6677
rxn22269	
rxn22270	
rxn22271	
rxn22272	
rxn22273	
rxn22275	
rxn22276	PWY-5488
rxn22279	PWY-6678
rxn22280	PWY-6678
rxn22281	PWY-6678
rxn22282	
rxn22283	PWY-6681
rxn22284	PWY-6679	PWY-7483	PWY-7485
rxn22285	PWY-6681	rn00906
rxn22286	PWY-6679
rxn22287	
rxn22288	PWY-6679
rxn22291	PWY-6679
rxn22292	PWY-6679
rxn22293	PWY-6679
rxn22294	
rxn22295	
rxn22296	
rxn22297	
rxn22298	PWY-7657
rxn22299	
rxn22300	PWY-6679
rxn22301	PWY-6681
rxn22302	PWY-6681
rxn22304	PWY-6681
rxn22305	
rxn22306	
rxn22307	
rxn22308	
rxn22309	PWY-6682
rxn22310	PWY-6682
rxn22311	PWY-6682
rxn22312	PWY-6682
rxn22313	PWY-6682
rxn22314	PWY-6682
rxn22315	PWY-6682
rxn22316	PWY-6683
rxn22317	PWY-5770
rxn22318	PWY-5770
rxn22319	PWY-5292
rxn22320	PWY-6684
rxn22321	PWY-6684
rxn22322	PWY-6684
rxn22323	PWY-6684
rxn22324	PWY-6686
rxn22325	PWY-6260
rxn22326	PWY-6260
rxn22327	PWY-6260
rxn22328	PWY-6260
rxn22329	PWY-6260
rxn22330	PWY-6260
rxn22331	PWY-6260
rxn22332	PWY-6260
rxn22333	PWY-6260
rxn22334	PWY-6260
rxn22335	PWY-6260
rxn22336	PWY-6260
rxn22337	PWY-6260
rxn22338	PWY-6260
rxn22339	PWY-5662
rxn22340	PWY-6686
rxn22341	PWY-6687
rxn22342	PWY-6686
rxn22343	
rxn22344	PWY-6688
rxn22345	PWY-6688
rxn22346	PWY-6688
rxn22347	PWY-6688
rxn22348	PWY-6688
rxn22349	PWY-6688
rxn22350	PWY-6688
rxn22351	PWY-6688
rxn22352	PWY-6688
rxn22353	PWY-6688
rxn22354	PWY-6688
rxn22355	PWY-6688
rxn22356	PWY-6688
rxn22357	PWY-6688
rxn22358	PWY-6688
rxn22359	PWY-6688
rxn22360	PWY-6688
rxn22361	PWY-6688
rxn22362	PWY-6688
rxn22363	PWY-6688
rxn22364	PWY-6689
rxn22365	PWY-6689
rxn22366	
rxn22367	PWY-581	PWY-601
rxn22368	PWY-581	PWY-601
rxn22369	PWY-581	PWY-601
rxn22370	
rxn22371	PWY-7824
rxn22372	PWY-2821	PWY-7824
rxn22373	PWY-6692
rxn22374	PWY-6692
rxn22375	PWY-6694
rxn22376	PWY-6693	rn00052
rxn22377	PWY-6693
rxn22378	PWY-6693
rxn22379	
rxn22380	
rxn22381	
rxn22382	
rxn22383	
rxn22384	PWY-6441	rn00330	rn00410
rxn22385	PWY-6714
rxn22386	PWY-6714	rn00051
rxn22387	
rxn22388	
rxn22389	PWY-7251
rxn22390	PWY-6700
rxn22391	
rxn22393	
rxn22394	PWY-6704	PWY-7165
rxn22395	PWY-6704
rxn22396	PWY-6704
rxn22397	
rxn22398	
rxn22399	
rxn22400	
rxn22401	PWY-7835	PWY-7836	PWY-7838	PWY-7839	PWY-7841
rxn22402	
rxn22403	
rxn22404	DETOX1-PWY	DETOX1-PWY-1	PWY-5506	rn00630	rn01110
rxn22405	
rxn22406	
rxn22407	PWY-6937	PWY-6943	rn00140
rxn22408	
rxn22410	
rxn22412	
rxn22414	
rxn22416	
rxn22418	
rxn22420	
rxn22422	
rxn22424	PWY-6748
rxn22435	PWY-6748
rxn22446	DENITRIFICATION-PWY	PWY-6748	PWY-7084
rxn22447	DENITRIFICATION-PWY	PWY-6748	PWY-7084
rxn22448	PWY-6707
rxn22449	PWY-6707
rxn22450	PWY-6707
rxn22451	PWY-6710
rxn22452	PWY-6710
rxn22453	PWY-6710
rxn22454	PWY-6710
rxn22455	PWY-6710
rxn22456	PWY-6710
rxn22457	PWY-6710
rxn22458	PWY-6710
rxn22459	PWY-6710
rxn22460	PWY-6710
rxn22461	PWY-6710
rxn22462	PWY-6710
rxn22463	PWY-6710
rxn22464	PWY-6710
rxn22465	PWY-6711	PWY-7923
rxn22466	PWY-6711
rxn22467	PWY-6713	PWY-6714
rxn22468	PWY-6720
rxn22469	PWY-6720
rxn22470	PWY-6720
rxn22471	PWY-6720
rxn22472	PWY-6720
rxn22473	PWY-1121
rxn22474	PWY-1121
rxn22475	PWY-1121
rxn22476	PWY-1121
rxn22477	PWY-1121
rxn22478	PWY-6713	PWY-6714
rxn22479	PWY-6721
rxn22480	
rxn22481	PWY-5855
rxn22482	PWY-5857
rxn22483	PWY-5856
rxn22484	PWY-6722	PWY-7575
rxn22485	PWY-6722	PWY-7575
rxn22486	
rxn22497	PWY-6728
rxn22498	
rxn22499	PWY-6771
rxn22500	PWY-6771
rxn22501	PWY-6771
rxn22502	
rxn22503	
rxn22504	PWY-6572
rxn22505	PWY-6572	PWY-7646
rxn22506	PWY-6731	PWY-6735
rxn22507	PWY-6731	PWY-6735
rxn22508	
rxn22509	
rxn22510	PWY-6733
rxn22511	
rxn22512	PWY-6733
rxn22513	PWY-6735
rxn22514	PWY-6736
rxn22515	PWY-6737
rxn22516	PWY-6737
rxn22517	PWY-6737
rxn22518	PWY-6545	PWY-7184	PWY-7198	PWY-7210	PWY-7211	PWY0-166	rn00240
rxn22519	PWY-7177	PWY-7185
rxn22520	
rxn22521	
rxn22522	
rxn22523	
rxn22524	PWY-6724
rxn22525	PWY-6724
rxn22526	PWY-6724
rxn22527	PWY-6724
rxn22528	PWYQT-4476
rxn22529	PWYQT-4476
rxn22530	
rxn22531	PWY-6738
rxn22532	PWY-6739
rxn22533	
rxn22534	
rxn22535	PWY-6744
rxn22536	
rxn22537	PWY-6742
rxn22583	PWY-6742
rxn22629	PWY-862
rxn22630	
rxn22631	PWY-6767
rxn22632	PWY-6767
rxn22633	
rxn22634	
rxn22635	
rxn22636	PWY-7835	PWY-7841
rxn22637	PWYQT-4427	rn00520	rn00561
rxn22638	
rxn22639	
rxn22641	PWY-6749
rxn22642	PWY-6749
rxn22643	PWY-6749
rxn22644	PWY-6749
rxn22645	PWY-6749
rxn22646	PWY-6749
rxn22647	PWY-6749	PWY-7131	rn00520
rxn22648	PWY-6749	PWY-7131	rn00520
rxn22649	PWYQT-4427
rxn22650	PWYQT-4427
rxn22651	PWY-7088	PWY-861
rxn22652	
rxn22681	CAROTENOID-PWY	PWY-6475
rxn22683	CAROTENOID-PWY	PWY-6475
rxn22685	PWY-5257	PWY-6760	PWY-7294	PWY-8020
rxn22686	
rxn22687	PWY-401	PWY-7666
rxn22688	PWY-401	PWY-7666
rxn22689	PWY-401	PWY-7666
rxn22690	PWY-401	PWY-7666
rxn22691	PWY-401	PWY-7666
rxn22692	PWY-401	PWY-7666
rxn22693	PWY-401	PWY-7666
rxn22694	PWY-401	PWY-7666
rxn22695	PWY-401	PWY-7666
rxn22696	PWY-401	PWY-7666
rxn22697	PWY-401	PWY-7666
rxn22698	PWY-401	PWY-7666
rxn22699	PWY-401	PWY-7666
rxn22700	PWY-401	PWY-7666
rxn22701	PWY-401	PWY-7666
rxn22702	PWY-401	PWY-7666
rxn22703	PWY-401	PWY-7666
rxn22704	PWY-401	PWY-7666
rxn22705	PWY-401	PWY-7666
rxn22706	PWY-401	PWY-7666
rxn22707	PWY-401	PWY-7666
rxn22708	PWY-401	PWY-7666
rxn22709	PWY-6763
rxn22710	PWY-6763
rxn22711	
rxn22712	PWY-6763
rxn22713	PWY-6766
rxn22714	PWY-6763
rxn22715	PWY-6766
rxn22716	PWY-6763
rxn22717	PWY-6763
rxn22718	PWY-401
rxn22719	PWY-401
rxn22720	PWY-6767
